A,B,C,D,E,F
,,,,500132958956,0.05
,,,,802632799173,0.1
,,,,500132975990,0.25
,,,,802546979284,0.1
,,,,880143946734122661,0.45
,,,,802547008574,0.15
,,,,100363334762,0.7
,,,,802824922052,0.45
,,,,802824907849,0.05
,,,,802720934239,0.25
,,,,802720937956,0.05
,,,,802720959348,0.15
,,,,802720964180,0.06
,,,,200171819247,0.05
,,,,802720912230,0.25
,,,,802720867522,0.1
,,,,802720959781,0.08
,,,,802546971569,0.25
,,,,802720871728,0.05
,,,,802632936228,0.05
,,,,880149225634506409,0.12
,,,,802824905084,0.1
,,,,880151629529061055,0.35
,,,,802633022119,0.2
,,,,802632928107,0.6
,,,,880151134568182267,1
,,,,802720965898,0.1
,,,,802720933614,0.15
,,,,802632711542,0.14
,,,,100348066369,1.65
,,,,802824903183,0.1
,,,,802633071452,0.08
,,,,802633071275,0.08
,,,,802632777213,0.1
,,,,802632773848,0.1
,,,,802632921755,0.4
,,,,100360188399,0.85
,,,,880150062154485297,0.8
,,,,880150364799556904,0.88
,,,,802633064525,0.06
,,,,802720897932,0.1
,,,,880150224686798328,0.4
,,,,802633071428,0.14
,,,,802720978529,0.32
,,,,802367165153,0.05
,,,,802633041354,0.1
,,,,802720877207,0.05
,,,,802720978637,0.2
,,,,802720945056,0.12
,,,,802720931419,0.05
,,,,802720835583,0.1
,,,,100363329718,0.55
,,,,802824910209,0.4
,,,,802367166281,0.05
,,,,802720902832,0.05
,,,,802633047653,0.1
,,,,802720984687,0.1
,,,,802720939774,0.1
,,,,802632930483,0.06
,,,,802720947116,0.15
,,,,802720973985,0.1
,,,,D00011350523,0.1
,,,,802824910982,0.25
,,,,560093814846,19.15
,,,,200172513086,0.75
,,,,802720866484,0.18
,,,,100360189347,1.4
,,,,880148392009839732,0.2
,,,,802720887717,0.1
,,,,802720927237,0.15
,,,,8968323283,0.1
,,,,100363311043,0.07
,,,,802720939439,0.18
,,,,802633073407,0.1
,,,,802824941021,0.1
,,,,880151503497122661,0.28
,,,,802633068011,0.08
,,,,802633069731,0.08
,,,,802632739147,0.65
,,,,802720880070,0.08
,,,,802367166547,0.3
,,,,802720944242,0.12
,,,,802720848321,0.1
,,,,880150754776637712,0.75
,,,,802632930770,0.15
,,,,802546976094,0.15
,,,,802632925197,0.15
,,,,802720948259,0.05
,,,,802824901186,0.1
,,,,802720895872,0.1
,,,,802720923273,0.1
,,,,802720818332,0.05
,,,,880149376695263075,0.2
,,,,500148572106,0.9
,,,,802546979697,0.2
,,,,802720873962,0.15
,,,,802633015468,0.2
,,,,802546970922,0.3
,,,,802633075439,0.1
,,,,880154971900677116,0.05
,,,,802720935353,0.1
,,,,802632939039,0.15
,,,,802633041603,0.1
,,,,802633077759,0.14
,,,,802632796281,0.15
,,,,100374194076,0.7
,,,,802632923216,0.15
,,,,880142288803485297,0.3
,,,,880149414148405499,0.88
,,,,802633077587,0.1
,,,,500132966899,0.76
,,,,802824904637,0.1
,,,,802720924069,0.1
,,,,802720924069,0.1
,,,,802720942303,0.1
,,,,880151193319425691,0.3
,,,,802720948273,0.05
,,,,500133889309,1.05
,,,,802632782296,0.1
,,,,802824915024,0.1
,,,,802632745028,0.5
,,,,880149305604162065,0.25
,,,,802546979801,0.25
,,,,802632739482,0.5
,,,,100306955947,0.07
,,,,802367166118,0.5
,,,,802632741603,0.35
,,,,100360418819,0.35
,,,,802633065942,0.1
,,,,802720927996,0.15
,,,,802632738472,0.35
,,,,802720925371,0.15
,,,,802720893647,0.2
,,,,802824944230,0.08
,,,,802720904160,0.15
,,,,802720926697,0.15
,,,,802633081711,0.05
,,,,880150965593980247,0.6
,,,,802633084483,0.05
,,,,802633057476,0.06
,,,,802720945188,0.1
,,,,100360189363,1.05
,,,,802633018128,0.25
,,,,802632934944,0.1
,,,,802720942998,0.14
,,,,880149454653970146,0.2
,,,,802633040764,0.1
,,,,802632787270,0.1
,,,,802632849576,0.1
,,,,880151458207950944,0.06
,,,,100363327088,0.7
,,,,802633079563,0.15
,,,,802633079883,0.1
,,,,802632753360,0.1
,,,,560093827182,14.3
,,,,500132995860,0.7
,,,,802632936516,0.55
,,,,600066090140,1.2
,,,,880147902724576106,0.35
,,,,802720886654,0.2
,,,,100360196396,0.4
,,,,500132958313,1.75
,,,,880150832872283277,0.85
,,,,802633048764,0.15
,,,,100195174420,0.1
,,,,802824912357,0.12
,,,,100363326171,5.5
,,,,880149209637869035,0.85
,,,,802633078764,0.12
,,,,802720875757,0.12
,,,,500132997849,0.4
,,,,500132997849,0.4
,,,,802824920815,0.2
,,,,802632922974,0.35
,,,,802824906464,0.08
,,,,802632740637,0.45
,,,,802824943822,0.16
,,,,802633049386,0.12
,,,,100363311405,0.1
,,,,802720905251,0.05
,,,,880150554172819530,0.3
,,,,802632922260,0.2
,,,,880150311180192368,0.3
,,,,802720964062,0.06
,,,,802632924938,0.2
,,,,880148910242758924,0.2
,,,,500132958194,0.93
,,,,200172513104,0.15
,,,,802824908427,0.2
,,,,802633019224,0.15
,,,,802633076705,0.06
,,,,802824923529,0.2
,,,,802633041058,0.06
,,,,802546978404,0.24
,,,,880149832918334782,0.35
,,,,D00011350696,0.65
,,,,D00011350696,0.65
,,,,802720972641,0.18
,,,,802720905984,0.05
,,,,802720927601,0.2
,,,,802720947027,0.1
,,,,880150031080869035,0.85
,,,,802632744842,0.4
,,,,802720969834,0.1
,,,,880147925575879136,0.25
,,,,500132953802,0.15
,,,,802720909849,0.04
,,,,802824948924,0.04
,,,,802632783873,0.05
,,,,802824903511,0.2
,,,,802720940505,0.1
,,,,802632939232,0.15
,,,,100348092985,0.1
,,,,802633081513,0.05
,,,,880150168754798328,0.82
,,,,100360418346,0.13
,,,,802720812873,0.18
,,,,100348081831,3.15
,,,,880149352265990348,0.06
,,,,802367165248,0.05
,,,,802720941718,0.15
,,,,802632788341,0.1
,,,,802720987016,0.08
,,,,802824920023,0.1
,,,,8968323276,0.1
,,,,802720944018,0.05
,,,,802633021832,0.25
,,,,802720946682,0.1
,,,,802720931849,0.06
,,,,802720890919,0.4
,,,,802632922391,0.15
,,,,802720925303,0.15
,,,,802633085065,0.05
,,,,802824900103,0.2
,,,,200172513113,0.45
,,,,802720901610,0.1
,,,,500132997381,0.05
,,,,880148648904203479,0.18
,,,,100306951703,0.2
,,,,100374194935,24.3
,,,,100374194936,24.98
,,,,100348083527,0.05
,,,,802633053620,0.2
,,,,200172513164,0.15
,,,,880149898516415590,0.42
,,,,802720970823,0.06
,,,,802632936240,0.2
,,,,802824907450,0.14
,,,,802632788620,0.15
,,,,802632922962,0.1
,,,,802720927489,0.1
,,,,802720937971,0.12
,,,,100363327087,0.71
,,,,802720932117,0.15
,,,,802720923690,0.1
,,,,802633075795,0.15
,,,,802720988624,0.15
,,,,802720946362,0.1
,,,,802720980097,0.1
,,,,880150333848354984,0.18
,,,,802633080779,0.25
,,,,802633066500,0.2
,,,,802720905850,0.05
,,,,880152932123647813,0.15
,,,,802720891820,0.15
,,,,880151200882495398,0.1
,,,,802633010328,0.1
,,,,200164193135,0.25
,,,,802720953370,0.28
,,,,802633053698,0.2
,,,,802720937781,0.15
,,,,802720936766,0.12
,,,,802633076015,0.1
,,,,802633045113,0.14
,,,,802720935287,0.05
,,,,802720935287,0.05
,,,,802720904281,0.1
,,,,802633070148,0.15
,,,,802720984560,0.2
,,,,880151428316586207,0.2
,,,,200172513058,0.75
,,,,802632924928,0.05
,,,,802367158681,0.05
,,,,802367158681,0.05
,,,,880151055434819530,0.2
,,,,802720839455,0.3
,,,,802632788011,0.15
,,,,500132975469,1.05
,,,,802720922075,0.1
,,,,802824941560,0.3
,,,,802720918505,0.15
,,,,802824913510,0.25
,,,,802632929835,0.7
,,,,802633087123,0.08
,,,,802633041909,0.1
,,,,802720965243,0.15
,,,,802720924365,0.15
,,,,500147999335,0.9
,,,,802824905922,0.08
,,,,802720876290,0.1
,,,,802632934491,0.35
,,,,802152756277,0.2
,,,,802633072140,0.1
,,,,802547008442,0.3
,,,,802633070275,0.08
,,,,802720919406,0.1
,,,,802632775862,0.15
,,,,880150153698506409,0.25
,,,,802633014343,0.1
,,,,500132955477,0.35
,,,,802632905637,0.3
,,,,802720959655,0.08
,,,,802720895207,0.08
,,,,802824917707,0.2
,,,,880149485733182267,1.4
,,,,802720853101,0.11
,,,,802633072432,0.2
,,,,802720939349,0.04
,,,,802824941614,0.1
,,,,802720937373,0.1
,,,,802720898260,0.04
,,,,880149477538647813,0.1
,,,,100360188796,0.1
,,,,802720906190,0.1
,,,,880148463774465095,0.1
,,,,802720858388,0.15
,,,,802720878176,0.1
,,,,802720925468,0.15
,,,,802632787132,0.08
,,,,802632798589,0.1
,,,,802632787132,0.08
,,,,802632922329,0.05
,,,,802720888104,0.04
,,,,802720894318,0.2
,,,,500148572400,1.2
,,,,802720922839,0.05
,,,,802824905395,0.1
,,,,500132955841,0.53
,,,,802824910441,0.4
,,,,100374194419,3.4
,,,,802720925940,0.16
,,,,802632938485,0.25
,,,,880150933972748823,0.2
,,,,500127324440,0.85
,,,,802720920962,0.12
,,,,200166959955,0.37
,,,,802367163973,0.15
,,,,802720916222,0.15
,,,,802720857836,0.02
,,,,802824940866,0.12
,,,,802720880369,0.15
,,,,880149492827344883,0.18
,,,,802632922462,0.15
,,,,802546977460,0.25
,,,,500147988724,0.05
,,,,500147988724,0.05
,,,,802633071785,0.08
,,,,802633072090,0.04
,,,,802720936161,0.1
,,,,802632927057,0.55
,,,,802632847264,0.15
,,,,600066068961,0.25
,,,,802546978362,0.28
,,,,100363312102,0.2
,,,,802720943674,0.05
,,,,802720926132,0.1
,,,,802633061744,0.04
,,,,802720868384,0.1
,,,,802824923462,0.3
,,,,802720900963,0.04
,,,,880150754780809439,0.3
,,,,802720975461,0.1
,,,,802824900482,0.1
,,,,802632770825,0.1
,,,,880151947157708429,0.15
,,,,100360194689,0.4
,,,,802632794720,0.1
,,,,802720914373,0.1
,,,,802720877178,0.15
,,,,500132958266,1.87
,,,,802824911851,0.1
,,,,200171833570,0.2
,,,,880149776652445893,0.65
,,,,802720920458,0.1
,,,,802720981394,0.1
,,,,100348095753,0.35
,,,,802720973172,0.1
,,,,100360194099,0.6
,,,,500132962547,0.75
,,,,100363304062,2.05
,,,,802720905993,0.06
,,,,200172482219,6.1
,,,,880151629555112560,0.3
,,,,100363334666,0.65
,,,,880152450825213570,0.4
,,,,802720940242,0.1
,,,,802824903502,0.05
,,,,200166959471,0.53
,,,,802633077086,0.05
,,,,802633057011,0.1
,,,,802720923763,0.1
,,,,802633012748,0.14
,,,,802633011536,0.1
,,,,560093845000,0.15
,,,,100363329881,0.25
,,,,802720944885,0.12
,,,,802824916460,0.15
,,,,600067279046,0.25
,,,,600067279046,0.25
,,,,802720911857,0.05
,,,,880151315682990348,0.86
,,,,880153091057990348,0.65
,,,,802546920180,0.13
,,,,200172513109,0.15
,,,,802546974532,0.25
,,,,802720985970,0.15
,,,,880149209646435792,0.86
,,,,802720939387,0.08
,,,,100363334145,1.1
,,,,802720973678,0.12
,,,,880150335158900449,0.3
,,,,802720868820,0.15
,,,,500147980019,0.37
,,,,802720876358,0.15
,,,,880147688138475196,0.45
,,,,802720942485,0.14
,,,,500147999427,0.45
,,,,880148705316990348,0.36
,,,,880150406360778126,0.15
,,,,500147980047,0.37
,,,,802546978705,0.15
,,,,802546970020,0.25
,,,,500132988249,8.55
,,,,880149494854657914,0.25
,,,,802633067905,0.08
,,,,802720963437,0.16
,,,,560079881995,0.18
,,,,802632784349,0.05
,,,,802824922710,0.05
,,,,802720957325,0.2
,,,,802720806922,0.2
,,,,500147980428,2.1
,,,,802720882711,0.15
,,,,802824901992,0.08
,,,,802633068176,0.34
,,,,500132971591,3.2
,,,,802720964551,0.15
,,,,802632788430,0.1
,,,,802720919928,0.15
,,,,880148609495748823,0.3
,,,,880147601410728621,0.2
,,,,802632799381,0.05
,,,,802633066529,0.05
,,,,802720934195,0.1
,,,,802632937082,0.15
,,,,802720910172,0.15
,,,,802633061028,0.06
,,,,880153012940879136,0.45
,,,,802824942963,0.25
,,,,802720806448,0.05
,,,,802824900080,0.15
,,,,200172513013,0.3
,,,,8968323061,0.05
,,,,802632780769,0.1
,,,,100363326699,0.1
,,,,880151781418465095,0.2
,,,,100306955852,5.61
,,,,802720947366,0.2
,,,,802720934328,0.15
,,,,500148572336,2
,,,,500132975383,10.35
,,,,802632781022,0.1
,,,,802720956006,0.1
,,,,802720963755,0.16
,,,,500148572648,2.01
,,,,802720911895,0.08
,,,,802632924298,0.3
,,,,802632766831,0.1
,,,,802720978872,0.14
,,,,802720946011,0.05
,,,,802720902162,0.1
,,,,802632930144,0.15
,,,,802720987336,0.15
,,,,802633051324,0.1
,,,,802720939510,0.12
,,,,802632923789,0.2
,,,,802632933710,0.15
,,,,802824907891,0.1
,,,,500132955836,0.08
,,,,802824915811,0.3
,,,,802632791119,0.15
,,,,802633012964,0.14
,,,,802632965341,0.05
,,,,802720928390,0.12
,,,,802632870594,0.4
,,,,880151688025637712,0.25
,,,,802720914732,0.2
,,,,802633015737,0.15
,,,,802546975191,0.15
,,,,880152520796132762,0.2
,,,,802720940186,0.2
,,,,100363329903,0.8
,,,,200166959969,0.3
,,,,802632769501,0.15
,,,,802824906257,0.08
,,,,802720929684,0.1
,,,,802633086599,0.06
,,,,802720929796,0.05
,,,,880151333917920641,0.3
,,,,802720900025,0.35
,,,,802632743377,0.4
,,,,880152386523283277,0.25
,,,,802632921997,0.7
,,,,880151103355566005,0.5
,,,,802720977404,0.12
,,,,880151788229425691,0.08
,,,,802367164309,0.25
,,,,802632921651,0.25
,,,,880149964934809439,0.25
,,,,802632742303,0.5
,,,,802367166032,0.5
,,,,802633080668,0.2
,,,,802720940179,0.15
,,,,802633054937,0.05
,,,,802632792009,0.1
,,,,100363327212,0.49
,,,,802633045663,0.15
,,,,802720898732,0.15
,,,,802720942908,0.14
,,,,200172544005,0.2
,,,,3619314823,0.9
,,,,802720954712,0.05
,,,,500148572482,0.95
,,,,100363326551,0.1
,,,,880143161101223671,0.05
,,,,880141999381829631,0.1
,,,,880148354400213570,0.15
,,,,802632786676,0.1
,,,,802720908374,0.15
,,,,880151978680708429,0.35
,,,,880143477425819530,0.2
,,,,802632794591,0.1
,,,,802720896452,0.2
,,,,802720961234,0.15
,,,,802633067534,0.1
,,,,802633075957,0.1
,,,,802633072212,0.05
,,,,802720922903,0.1
,,,,802720908903,0.05
,,,,802720987120,0.08
,,,,802720945136,0.1
,,,,802367164730,0.35
,,,,802632789586,0.15
,,,,100348084068,0.25
,,,,880149524604475196,0.2
,,,,100363311212,0.6
,,,,880147918644354984,0.2
,,,,802824900516,0.2
,,,,802632741074,0.46
,,,,802632871908,0.1
,,,,802633050931,0.15
,,,,880153411654950944,0.5
,,,,802633060274,0.14
,,,,880151357651980247,0.3
,,,,802632760695,0.1
,,,,802632764378,0.25
,,,,802632930643,0.15
,,,,802824900252,0.14
,,,,802632776420,0.1
,,,,100325904321,0.05
,,,,880148550448758924,0.3
,,,,802632770023,0.1
,,,,802720938102,0.1
,,,,802632752579,0.06
,,,,802720927024,0.05
,,,,802824903953,0.15
,,,,802824920322,0.25
,,,,880151645372930742,0.26
,,,,802633070165,0.15
,,,,100360196709,14.8
,,,,880149516786112560,0.2
,,,,802632743901,0.45
,,,,802824911744,0.2
,,,,880149408906324681,0.35
,,,,100348098040,1
,,,,100363326558,0.12
,,,,802720888160,0.05
,,,,880152520792990348,0.4
,,,,802720942613,0.15
,,,,802824917861,0.3
,,,,802720960510,0.05
,,,,802633071913,0.08
,,,,500133889454,0.56
,,,,200172513078,1.2
,,,,500132995600,0.2
,,,,880151079417152964,0.3
,,,,500147990637,0.21
,,,,880147616833738722,0.16
,,,,802720907416,0.2
,,,,802633063806,0.1
,,,,802720956981,0.15
,,,,802720933830,0.2
,,,,802633072498,0.08
,,,,802633070790,0.1
,,,,880150845862667015,0.5
,,,,500147988760,0.05
,,,,802720981282,0.15
,,,,880151030010283277,0.5
,,,,802720982911,0.15
,,,,802632793982,0.05
,,,,802824900826,0.1
,,,,802720868659,0.05
,,,,100363326561,0.24
,,,,802633073857,0.15
,,,,880153383258586207,0.2
,,,,802720934604,0.05
,,,,880151788230819530,0.16
,,,,100360189211,0.65
,,,,100348098985,0.4
,,,,802633076306,0.05
,,,,802720943570,0.1
,,,,802720975340,0.15
,,,,802720951238,0.15
,,,,100016504960,36.95
,,,,802720930945,0.3
,,,,802546967443,0.25
,,,,802633070991,0.15
,,,,802633047586,0.05
,,,,802632799113,0.1
,,,,100348098356,1.26
,,,,802720926171,0.12
,,,,500132955694,0.13
,,,,802824900646,0.1
,,,,500147980422,0.34
,,,,500127316336,0.2
,,,,100016504961,36.85
,,,,100016504962,26.5
,,,,880149321278576106,0.45
,,,,802633056541,0.15
,,,,100348124375,0.6
,,,,802720872185,0.05
,,,,802720917530,0.2
,,,,880150845865344883,0.3
,,,,802632932970,0.15
,,,,100360194073,1
,,,,802720948965,0.18
,,,,802720790862,0.2
,,,,802632799935,0.2
,,,,802824901335,0.25
,,,,100360196435,1.25
,,,,802720846789,0.14
,,,,802720905713,0.05
,,,,802632861138,0.35
,,,,802824915204,0.15
,,,,802824908707,0.05
,,,,200171826658,0.15
,,,,802632837340,0.1
,,,,802720966814,0.15
,,,,802632738483,0.6
,,,,880153059962748823,0.2
,,,,880153059962748823,0.2
,,,,100325335828,0.38
,,,,802546978559,0.1
,,,,802720937740,0.2
,,,,802720941273,0.15
,,,,802632928503,0.36
,,,,802632786999,0.1
,,,,880150988508182267,0.2
,,,,3450782904,0.15
,,,,802824947948,0.1
,,,,802367164868,0.4
,,,,500147999151,2.05
,,,,100360418848,0.36
,,,,802547008352,0.05
,,,,802547008739,0.1
,,,,802633057949,0.15
,,,,880150957140435792,0.2
,,,,880154611370879136,0.4
,,,,802720866969,0.05
,,,,802633074802,0.05
,,,,802720820168,0.14
,,,,880154242925415590,0.2
,,,,802720874549,0.2
,,,,802824904563,0.08
,,,,802720891631,0.15
,,,,802720924704,0.15
,,,,802633022597,0.1
,,,,100348083480,0.2
,,,,802720823835,0.1
,,,,802720873467,0.05
,,,,802720976759,0.1
,,,,802546976994,0.25
,,,,802720924898,0.15
,,,,802720955294,0.12
,,,,802720917302,0.1
,,,,802824909706,0.25
,,,,802720908050,0.15
,,,,880149833794708429,0.84
,,,,802720935466,0.1
,,,,802720861747,0.15
,,,,802632933691,0.2
,,,,880149043591940843,0.35
,,,,802720935523,0.15
,,,,802632790959,0.1
,,,,880149886484102469,0.3
,,,,560093847353,1.45
,,,,880153091157930742,0.25
,,,,500147990305,1.1
,,,,100348098976,10.65
,,,,100348098978,22.7
,,,,802720966448,0.1
,,,,100363334934,0.3
,,,,802720856461,0.17
,,,,802632742476,0.38
,,,,802633056454,0.15
,,,,802720884401,0.05
,,,,560093814465,0.55
,,,,500132962610,0.4
,,,,802720828640,0.1
,,,,802547008751,0.15
,,,,802633084365,0.05
,,,,880153411588445893,0.3
,,,,880151482204758924,0.3
,,,,802720834869,0.15
,,,,802720957966,0.08
,,,,880152471884809439,0.2
,,,,802824901975,0.15
,,,,802720929844,0.15
,,,,802632799320,0.05
,,,,802720922094,0.06
,,,,802632792110,0.05
,,,,802632795144,0.15
,,,,802633079738,0.1
,,,,802633077651,0.14
,,,,802720945833,0.1
,,,,880154698093223671,0.05
,,,,802720931312,0.05
,,,,500147998014,0.05
,,,,802720958666,0.15
,,,,802632933591,0.2
,,,,802824910941,0.15
,,,,802720924632,0.15
,,,,802632741967,0.35
,,,,802632927645,0.15
,,,,802546975404,0.4
,,,,802824906215,0.14
,,,,802720948794,0.1
,,,,880146154763495398,0.3
,,,,200172513014,0.55
,,,,560079876669,1.54
,,,,802720915189,0.2
,,,,880149367485940843,0.35
,,,,100360188819,0.16
,,,,500132985938,0.75
,,,,802720920479,0.05
,,,,500132962614,0.7
,,,,802632783633,0.04
,,,,500132958178,1.65
,,,,100348124461,0.17
,,,,802824914560,0.2
,,,,200172482231,0.4
,,,,802824903861,0.05
,,,,802720923913,0.1
,,,,500132975410,4.9
,,,,802632794461,0.3
,,,,802720897709,0.1
,,,,880149856085829631,0.35
,,,,802632727571,0.4
,,,,802720885487,0.2
,,,,802633076365,0.15
,,,,802720893405,0.15
,,,,802720878939,0.35
,,,,880148823828132762,0.25
,,,,802633050405,0.06
,,,,802720907042,0.16
,,,,802720945919,0.1
,,,,802720928068,0.1
,,,,880147918064879136,0.3
,,,,500132955999,2.8
,,,,802720910082,0.15
,,,,802720972238,0.15
,,,,802824946620,0.24
,,,,802632936339,0.25
,,,,802632700504,0.1
,,,,880151863126607419,0.2
,,,,100348079488,0.45
,,,,802632798723,0.2
,,,,880149448079697318,0.2
,,,,802633074311,0.15
,,,,802824918758,0.25
,,,,802720939614,0.06
,,,,802633050186,0.1
,,,,880149352263273176,0.1
,,,,802633058845,0.12
,,,,200171826090,0.93
,,,,802632938219,0.2
,,,,802633040476,0.12
,,,,500132958260,18.76
,,,,802633062496,0.14
,,,,802632933700,0.15
,,,,802632997096,0.14
,,,,802632741162,0.8
,,,,802720877502,0.05
,,,,802632774326,0.05
,,,,802720905459,0.15
,,,,802720950257,0.1
,,,,600066058370,2.4
,,,,802720942181,0.15
,,,,802720867766,0.15
,,,,100363329074,0.5
,,,,500132962701,0.5
,,,,880152963742516500,0.35
,,,,500147988726,0.04
,,,,802367164955,0.5
,,,,802824905030,0.12
,,,,802720985133,0.06
,,,,802633073069,0.1
,,,,802633052768,0.2
,,,,880150808975425691,0.3
,,,,D00017352387,0.15
,,,,802720982405,0.1
,,,,802632739878,0.82
,,,,500133889358,0.35
,,,,802824908741,0.1
,,,,802632778864,0.22
,,,,802720919864,0.1
,,,,802720891900,0.2
,,,,100360196713,0.9
,,,,802546976100,0.2
,,,,802720884365,0.05
,,,,802632775322,0.04
,,,,880149351525748823,1.32
,,,,100360188865,0.2
,,,,880148454020081257,0.05
,,,,100348095795,0.2
,,,,802632853144,0.1
,,,,802720862630,0.08
,,,,880152963738243873,0.15
,,,,880152851049526601,0.15
,,,,802720955316,0.1
,,,,802720968136,0.15
,,,,802720973428,0.1
,,,,802720981090,0.1
,,,,802633065771,0.14
,,,,100360418906,0.35
,,,,802720963909,0.15
,,,,880150785441950944,0.34
,,,,600066068800,2.25
,,,,802720920462,0.05
,,,,802720879872,0.1
,,,,802720926823,0.14
,,,,802720926289,0.05
,,,,880151495621900449,0.1
,,,,802720937565,0.05
,,,,802720922627,0.1
,,,,802720928581,0.15
,,,,802367163584,0.5
,,,,802547008820,0.05
,,,,100360418702,0.25
,,,,802720831635,0.05
,,,,880146224423647813,0.38
,,,,880146818271354984,0.15
,,,,880150021987081257,0.88
,,,,600093489387,0.3
,,,,802720905962,0.05
,,,,560093812200,0.97
,,,,100363304774,0.68
,,,,802720916453,0.1
,,,,802720885069,0.05
,,,,802632839319,0.05
,,,,802824914050,0.3
,,,,802720954630,0.1
,,,,100360188384,0.55
,,,,802824904682,0.1
,,,,802720921014,0.15
,,,,802720921070,0.15
,,,,802633068447,0.06
,,,,802720986009,0.15
,,,,802720833916,0.15
,,,,802720930306,0.1
,,,,802720912608,0.15
,,,,802824908459,0.1
,,,,880147871148839732,0.2
,,,,100360418854,0.24
,,,,802633046554,0.1
,,,,880146492537819530,0.3
,,,,802633046353,0.15
,,,,802720890334,0.16
,,,,880149455476980247,1.5
,,,,802633048505,0.1
,,,,802720919502,0.1
,,,,560093813262,0.4
,,,,802720795691,0.05
,,,,802546967667,0.25
,,,,802824909535,0.25
,,,,802824904592,0.12
,,,,880150731266536702,0.38
,,,,802720954358,0.1
,,,,802824903682,0.05
,,,,802632739239,0.45
,,,,560093843939,0.2
,,,,802720924583,0.14
,,,,802632919012,0.2
,,,,802632780179,0.05
,,,,100363326145,5.45
,,,,802632760481,0.08
,,,,802720860651,0.15
,,,,802632927376,0.2
,,,,802720925889,0.15
,,,,802824920468,0.25
,,,,802720925889,0.15
,,,,802633072765,0.1
,,,,802632923144,0.65
,,,,802633078074,0.05
,,,,500133889544,0.25
,,,,802720944073,0.05
,,,,500147988600,0.05
,,,,100360196531,1.5
,,,,100360189585,0.1
,,,,802824924825,0.15
,,,,802633084655,0.1
,,,,802633048870,0.1
,,,,500132953917,0.35
,,,,880153051445960045,0.2
,,,,802720907193,0.14
,,,,802824920527,0.1
,,,,880144070507667015,0.2
,,,,802546976651,0.1
,,,,802632717572,0.16
,,,,500132975424,7.05
,,,,802720925195,0.1
,,,,100363329461,0.75
,,,,802720949616,0.1
,,,,802632739986,0.3
,,,,802633066213,0.14
,,,,802632922368,0.15
,,,,500132962605,1.85
,,,,802720936620,0.1
,,,,802824903341,0.14
,,,,560093812196,0.06
,,,,100360187225,3.8
,,,,100360187224,9.3
,,,,880146470236718520,0.35
,,,,880148868639435792,0.64
,,,,802720983688,0.1
,,,,802720815211,0.1
,,,,802632794090,0.15
,,,,802720967626,0.1
,,,,100348098457,1.05
,,,,802633059391,0.12
,,,,802824912747,0.15
,,,,802633086379,0.05
,,,,802824912543,0.25
,,,,802720944359,0.1
